1780408455.8623,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4586.39,13.0579,0.0,0.0
1780408456.367859,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4586.39,13.3725,0.0,0.0
1780408456.8730052,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4586.41,13.2343,0.0,0.0
1780408457.378432,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4586.41,13.0144,0.0,0.0
1780408457.884715,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4586.41,13.4865,0.0,0.0
1780408458.389369,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4586.41,13.1315,0.0,0.0
1780408458.8947358,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4586.41,13.158,0.0,0.0
1780408459.400797,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4586.41,13.623299999999999,0.0,0.0
1780408459.906262,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4586.39,13.2814,0.0,0.0
1780408460.411606,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4586.39,13.2565,0.0,0.0
1780408460.917356,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4586.39,13.689200000000001,0.0,0.0
1780408461.423209,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4586.39,13.3252,0.0,0.0
1780408461.928919,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4586.39,13.4981,0.0,0.0
1780408462.434193,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4586.39,13.8835,0.0,0.0
1780408462.939472,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4586.39,12.9003,0.0,0.0
1780408463.444881,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4586.39,11.927299999999999,0.0,0.0
1780408463.9509141,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,96.7,12.0804,0.0,0.0
1780408466.0788648,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4586.0,13.210899999999999,0.0,0.0
1780408466.584477,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4586.0,13.9659,0.0,0.0
1780408467.090333,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4586.0,13.8071,0.0,0.0
1780408467.595978,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4586.02,13.53,0.0,0.0
1780408468.101171,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4586.02,13.441600000000001,0.0,0.0
1780408468.6069,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4586.02,12.69,0.0,0.0
1780408469.112094,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4586.02,12.6232,0.0,0.0
1780408469.6173692,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4586.02,12.7186,0.0,0.0
