1773894923.904309,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4589.27,24.005,0.0,0.0
1773894924.411049,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4589.27,25.745,0.0,0.0
1773894924.9183948,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4589.27,24.851,0.0,0.0
1773894925.4252641,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4589.27,23.399,0.0,0.0
1773894925.9343429,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4589.34,23.693,0.0,0.0
1773894926.43903,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4589.36,26.207,0.0,0.0
1773894926.951355,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4589.38,24.96,0.0,0.0
1773894927.454748,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4589.41,24.95,0.0,0.0
1773894927.961947,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4589.39,23.426,0.0,0.0
1773894928.468487,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4589.39,22.929,0.0,0.0
1773894928.9746199,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4589.41,26.402,0.0,0.0
1773894929.4827468,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4589.42,24.12,0.0,0.0
1773894929.988912,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4589.42,23.478,0.0,0.0
1773894930.4955819,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,3669.86,23.075,0.0,0.0
1773894930.8879511,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,13195.11,27.149,0.0,0.0
1773894933.117564,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4589.58,25.735,0.0,0.0
1773894933.6257532,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4589.58,23.044,0.0,0.0
1773894934.1321568,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4589.58,23.933,0.0,0.0
1773894934.639499,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4589.59,23.822,0.0,0.0
1773894935.145268,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4589.59,27.383,0.0,0.0
1773894935.651384,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4589.62,23.802,0.0,0.0
1773894936.1580842,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4589.62,24.056,0.0,0.0
1773894936.665654,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4589.66,24.388,0.0,0.0
1773894937.1721148,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4589.61,26.751,0.0,0.0
1773894937.679261,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4589.61,24.358,0.0,0.0
1773894938.185861,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4589.62,24.171,0.0,0.0
1773894938.696154,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4589.66,22.993,0.0,0.0
1773894939.1993349,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4589.66,27.392,0.0,0.0
1773894939.706663,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4589.66,25.531,0.0,0.0
1773894940.103955,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,12975.72,24.87,0.0,0.0
1773894942.33061,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4590.44,24.536,0.0,0.0
1773894942.836359,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4590.44,23.089,0.0,0.0
1773894943.342627,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4590.44,26.4,0.0,0.0
1773894943.848586,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4590.45,24.262,0.0,0.0
1773894944.355979,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4590.47,24.238,0.0,0.0
1773894944.865634,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4590.5,23.514,0.0,0.0
1773894945.371458,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4590.5,26.054,0.0,0.0
1773894945.878592,DeepSeek-R1-Distill-Qwen-7B-Q4_K_M.gguf,4590.52,24.546,0.0,0.0
